id,userId,organizationId,operatingUnitId,action,entityType,entityId,details,ipAddress,userAgent,createdAt
450244,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 15:56:13
450245,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 15:56:13
450246,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 15:56:13
450247,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:13
450248,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 15:56:13
450249,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:13
450250,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 15:56:13
450251,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 15:56:13
450252,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:13
450253,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:28
450254,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 15:56:28
450255,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":67,""moduleId"":""cases""}",,,2026-02-07 15:56:28
450256,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":68,""moduleId"":""finance""}",,,2026-02-07 15:56:28
450257,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 15:56:28
450258,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:28
450259,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 15:56:28
450260,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 15:56:28
450261,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 15:56:28
450262,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 15:56:28
450263,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 15:56:28
450264,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 15:56:28
450265,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:28
450266,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 15:56:28
450267,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:28
450268,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 15:56:29
450269,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 15:56:29
450270,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 15:56:29
450271,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:15:32
450272,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450273,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450274,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450275,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450276,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450277,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450278,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450279,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:32
450280,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":6}",,,2026-02-07 16:15:32
450281,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 16:15:32
450282,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 16:15:32
450283,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 16:15:32
450284,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:15:33
450285,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:15:33
450286,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 16:15:33
450287,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":2,""successCount"":2,""errorCount"":0}",,,2026-02-07 16:16:42
450288,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:16:42
450289,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant"",""userCount"":2,""successCount"":2}",,,2026-02-07 16:16:42
450290,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke"",""userCount"":2,""successCount"":2}",,,2026-02-07 16:16:43
450291,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450292,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450293,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450294,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450295,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450296,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450297,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450298,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:43
450299,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":2}",,,2026-02-07 16:16:43
450300,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":1}",,,2026-02-07 16:16:43
450301,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 16:16:43
450302,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 16:16:43
450303,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:16:44
450304,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:16:44
450305,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 16:16:44
450306,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:17:01
450307,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":2,""successCount"":2,""errorCount"":0}",,,2026-02-07 16:17:01
450308,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 16:17:01
450309,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":106,""moduleId"":""finance""}",,,2026-02-07 16:17:01
450310,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:17:01
450311,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant"",""userCount"":2,""successCount"":2}",,,2026-02-07 16:17:01
450312,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":105,""moduleId"":""cases""}",,,2026-02-07 16:17:01
450313,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke"",""userCount"":2,""successCount"":2}",,,2026-02-07 16:17:01
450314,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450315,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450316,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450317,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450318,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450319,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 16:17:01
450320,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450321,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450322,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:17:01
450323,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:01
450324,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 16:17:01
450325,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":2}",,,2026-02-07 16:17:01
450326,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":1}",,,2026-02-07 16:17:01
450327,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 16:17:01
450328,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 16:17:01
450329,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 16:17:01
450330,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 16:17:01
450331,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 16:17:01
450332,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 16:17:01
450333,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 16:17:01
450334,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:17:01
450335,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 16:17:01
450336,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:17:01
450337,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 16:17:01
450338,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 16:17:01
450339,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:17:01
450340,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:17:02
450341,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:17:02
450342,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 16:17:02
450343,1080332,30001,,rbac.user.delete,user,1861733,"{""removedFromOrg"":30001}",,,2026-02-07 16:44:16
450344,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:14
450345,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 16:45:14
450346,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:45:14
450347,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":134,""moduleId"":""cases""}",,,2026-02-07 16:45:14
450348,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450349,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450350,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":135,""moduleId"":""finance""}",,,2026-02-07 16:45:14
450351,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450352,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450353,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450354,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450355,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450356,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:14
450357,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 16:45:14
450358,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 16:45:14
450359,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 16:45:14
450360,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 16:45:14
450361,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 16:45:14
450362,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:14
450363,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 16:45:14
450364,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 16:45:14
450365,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 16:45:14
450366,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 16:45:14
450367,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 16:45:14
450368,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 16:45:14
450369,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:15
450370,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 16:45:15
450371,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:15
450372,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 16:45:15
450373,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 16:45:15
450374,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:15
450375,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:45:15
450376,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:15
450377,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 16:45:15
450381,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:39
450382,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 16:45:39
450383,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 16:45:39
450384,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":160,""moduleId"":""finance""}",,,2026-02-07 16:45:39
450385,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450386,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":159,""moduleId"":""cases""}",,,2026-02-07 16:45:39
450387,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450388,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450389,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450390,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450391,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450392,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450393,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 16:45:39
450394,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 16:45:39
450395,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 16:45:40
450396,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 16:45:40
450397,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:40
450398,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 16:45:40
450399,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 16:45:40
450400,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 16:45:40
450401,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 16:45:40
450402,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 16:45:40
450403,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 16:45:40
450404,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 16:45:40
450405,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 16:45:40
450406,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:40
450407,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 16:45:40
450408,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 16:45:40
450409,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 16:45:40
